user_being_followed_id,user_following_id
8639,249
9639,8100
3922,6986
7236,6718
6905,394
2343,7780
9471,469
3955,9212
344,1293
9949,1862
5500,6056
142,1901
5552,1548
5731,1842
286,1800
1841,272
8991,4245
4863,1437
7387,2740
3672,6778
3514,4013
3882,9857
5425,1994
7418,5193
1385,7468
9017,9680
6369,2002
5734,930
2367,3075
4798,8154
5708,5369
3805,799
7890,3314
4508,3333
5386,9278
9113,5818
6178,9557
5224,2746
8463,7441
539,6688
5508,580
5365,552
7802,671
9074,9063
8145,3234
7700,8042
8991,8610
7727,5292
6165,3711
7802,247
678,5162
1329,5174
541,3265
3637,6523
4220,2008
6972,8995
7432,2008
5668,1967
1971,7441
5907,1987
7378,1436
5245,3938
7117,3572
3297,5087
8665,9147
5516,8624
6177,5322
3438,7799
1209,1665
1451,3193
8441,9621
8839,4402
3370,8219
2903,5293
3383,5666
4422,9657
7058,2676
7842,7738
4436,8615
5705,9672
3496,8658
2324,8402
5798,4652
9370,2241
6369,6356
3866,4715
8302,7966
6811,3150
232,1099
9841,4461
1181,7379
5464,5047
7671,2412
1303,6863
3110,164
7653,6857
5335,2550
1603,563
3663,845
5184,5465
6305,1254
6112,9972
4572,9582
6352,5266
1630,3329
6866,9519
5099,3804
1830,3688
393,3189
6504,8728
1290,9166
3586,3730
1529,2829
657,4534
8411,329
8399,2103
662,7300
4840,565
9441,234
2354,1513
2706,4717
6807,7550
1003,6305
425,1609
2822,2063
4626,7539
6870,1703
7407,8308
6199,392
751,9265
1289,4897
2038,1531
5343,1580
8917,406
8418,4358
2778,6638
6633,6769
9715,6297
4030,6289
6908,1312
7756,237
9510,9724
7514,5244
3891,6251
847,904
7036,4616
6276,4273
9043,1825
9047,7858
7407,7069
3299,8004
6422,2494
6586,8106
6664,3232
9529,5121
3768,3046
8549,7285
3380,1201
3566,5674
2185,9930
5485,6459
9338,7439
7567,9508
8979,2079
8049,2451
9035,9196
7691,1205
7639,667
2943,2432
2385,8981
5630,8876
9369,3344
1382,4782
8533,3415
5766,1524
4803,1625
7460,2561
2671,5767
1417,6085
657,6726
1064,8721
5655,8501
7933,4800
8822,1494
5689,5805
7661,8876
2900,9366
5807,1328
5829,8090
8142,4539
32,7067
2395,5758
2210,47
1692,6357
9156,1310
4880,8150
7332,6202
9235,6726
5150,9577
492,3294
9856,6026
9592,8408
9201,6547
1727,6293
4562,7990
7633,9310
7029,9011
6344,3571
5011,8038
7568,994
4166,1835
8950,6888
5571,5313
9471,386
6421,9763
6938,1381
8836,8309
8261,3449
5323,1995
9335,8803
1545,745
5494,2498
9898,585
6599,6620
8897,9370
1934,5812
5120,1153
4033,6990
5052,4902
1962,7143
5447,7510
1695,5538
7165,2339
9900,7010
695,8247
8394,1441
8777,5570
3722,65
1873,1952
73,9288
5834,9666
5613,4170
2148,6159
6774,3959
2805,2781
5168,8912
924,7877
3987,5427
6417,1384
2527,733
2067,9384
2443,5528
6731,8506
863,134
8662,4291
2048,5253
5871,2172
5624,1920
9247,2708
664,582
9303,1686
7653,2115
3492,5779
5996,6468
1118,2870
4613,8832
2820,7326
4697,3769
4344,7843
9475,6204
4606,8412
704,6854
2253,7377
1887,4407
2482,3043
7778,8066
5241,6441
1254,3418
9654,3224
8305,9919
9257,6308
8914,3885
4400,9201
8352,5694
429,1649
5825,3373
9632,9707
2902,9633
4140,4224
4370,8753
7625,7380
391,42
1211,543
4418,9241
5905,5416
751,7815
3527,8638
6630,3116
8878,7033
1319,9285
3105,8676
4038,5384
2444,5240
211,3802
2946,1801
352,1975
2365,9751
6768,6204
5748,4802
214,1440
4121,4274
4071,2304
1606,845
2893,7823
1563,7299
8632,1438
1160,4206
9222,4014
4251,3225
914,9090
6977,2562
586,9622
1943,2035
578,8232
1445,4047
7673,3642
9419,49
8342,941
4983,9334
3552,1274
495,1402
7746,1052
3816,2996
48,8923
1851,9228
3053,7125
1447,7281
540,7517
4749,7547
2364,1548
4120,3561
5582,3481
5834,7823
9346,8280
2466,3879
9403,5037
9324,8452
5827,5205
2326,5616
7238,6368
7257,2134
3747,2626
3830,7203
429,8836
1437,7977
5277,1318
4258,6970
1009,7695
6794,9478
242,8010
1071,5914
6051,3878
9021,3118
177,1132
7261,2333
4010,9168
816,6064
5823,9448
7206,6945
306,2019
5068,9602
7606,3821
69,3892
4046,3150
175,5790
84,6424
7844,4559
3494,9601
863,2556
4399,9885
6451,3770
3522,8256
5474,6428
5169,2496
1796,7189
2409,3111
6039,6178
579,4283
3747,9124
3981,5336
6154,8855
4275,6201
2482,3743
4833,155
7483,5073
3482,9459
9094,8872
3399,8453
2519,421
3555,946
5152,4961
1305,5586
6116,7561
2781,9365
9221,8566
5169,6373
663,3957
9079,2375
2410,3302
6499,1796
3184,6592
1169,2315
8053,4088
8001,93
1795,6486
4165,8135
4064,4770
5640,571
7571,200
7253,2192
5653,6775
8874,3462
5550,8026
2945,3822
8587,2661
6315,4534
8640,8801
1878,8303
9132,4301
7443,1795
5496,9716
8750,6272
6319,6450
1628,5250
5730,4170
7276,2281
2630,8257
7921,390
1835,9202
8396,6751
1013,8600
7701,8037
4384,4005
3489,7884
4599,6539
2091,6109
7711,8205
2715,9630
6950,250
6883,8782
8666,2388
9800,9340
324,9289
9262,1362
8559,905
9954,1449
2574,5434
5401,4093
7041,1944
5055,7069
9136,8495
3793,220
7541,930
6270,7332
7760,790
3962,7278
8234,7494
783,5541
6110,943
9860,8448
1869,8576
8366,645
3713,7311
2422,4977
6145,4809
4012,8310
5473,5779
1458,6643
251,125
5124,267
857,3349
6295,1385
7710,6092
6719,9741
5024,7140
4485,149
9634,7278
5895,428
6902,7327
1626,6660
2897,8335
6942,42
3370,9631
4805,1878
4311,7402
7148,7274
8438,7729
145,8467
3117,4215
4884,2071
890,9766
1016,5174
9321,6117
6649,596
1880,1896
1565,5148
1604,1317
5223,6168
9211,3289
6265,4544
4777,2487
7625,9637
5204,9724
8640,7214
7908,7530
3983,5988
8901,7382
8973,2538
2283,5146
4667,8126
4587,1172
9621,6865
1194,3466
8354,1844
6639,9241
5003,4783
7758,233
7555,2757
5972,8181
797,3162
3314,3958
3922,2966
7859,3931
1635,2806
2172,1337
4673,2499
8548,2280
4801,8727
3142,6709
741,834
182,7558
8445,1461
9186,2804
129,6039
2698,4703
1700,237
7548,9893
6037,477
9699,1596
346,4650
5959,4382
8977,3209
1717,2809
4059,689
3670,8335
3792,5486
6690,4928
7249,5731
2322,5115
3991,2767
2643,5574
7931,6973
7951,1473
6876,1010
1604,5234
5739,2926
1633,3497
3359,3353
1066,1860
1015,2114
9315,4012
7273,7037
6106,3844
3746,9357
5342,2618
866,7508
9434,9755
1880,1442
4473,9996
7119,4645
5016,7758
1148,2783
169,7453
1688,6899
2186,1940
3103,1376
2096,7861
975,7476
4218,2842
8616,4100
5419,6873
8798,6989
946,1281
2094,9377
2159,4033
1770,3547
3733,7168
2831,7909
3800,8963
965,67
267,7665
1269,5833
1280,4154
8696,1719
257,4514
8229,2164
5257,8010
2865,231
8991,7025
1083,1633
6141,2020
706,6022
6384,1278
3065,3414
7172,436
7025,3423
5229,4967
6944,6768
485,7820
5429,4443
19,1268
3888,8434
9093,1404
4938,3925
8832,7146
7890,4247
7382,8225
7826,5791
2470,7875
9946,5056
5725,8153
8294,1420
1751,3896
615,5841
7064,1961
1443,200
500,8387
3217,4926
8920,2586
2902,2081
1495,801
762,8859
2000,12
4419,1499
9112,3994
2867,7129
8575,8247
2323,7664
1313,9732
1273,3592
4489,4487
7275,8397
7323,8219
786,5029
472,1123
1130,6921
4577,4571
2971,330
9674,6555
5651,7017
9412,2395
535,2641
662,7593
1405,9005
6154,377
5221,7928
1452,8701
4039,6665
7062,4361
5004,2194
5093,9726
1879,984
6613,6817
5402,7935
1492,932
4131,4261
2037,338
5938,6358
9442,4576
6248,7876
3088,1240
5603,7317
6024,5650
4572,4853
5191,1598
6280,8602
7663,5512
9364,4781
1061,9581
7239,3956
1876,2719
3313,5320
7495,5779
9690,9465
8735,887
5625,2207
8168,3244
5288,4532
309,6145
8036,7788
5610,6093
6506,2212
8896,6572
4418,7202
9069,2440
2648,5615
8936,3151
4271,2770
8630,6
6166,8009
6612,4309
2885,4348
5420,2034
9944,769
8090,6486
7195,8094
2849,3671
4288,2061
6802,7613
6715,1312
2940,6995
191,526
7619,9624
1962,4292
3338,9802
4758,8764
5130,4207
6800,374
9804,1098
6290,8600
3383,318
2259,714
9751,7663
8368,9805
2682,1867
1306,1246
9391,7182
5516,5777
3282,3490
709,4204
3614,4093
8925,6699
4827,5603
9997,11
9758,2388
6155,5020
3310,2501
9115,6557
2205,8403
2208,5841
1060,3712
2748,4133
4321,6204
2783,8323
4726,4938
1036,5228
2342,9030
9840,7645
6665,9094
5478,4322
5875,5288
3940,7315
9376,7189
8409,9175
8332,553
4643,234
8685,337
9165,3853
433,4125
2837,962
6193,6838
6018,3298
9717,5158
10,7005
3525,6230
4495,7617
8613,9810
3363,9833
7797,5242
2243,2221
2905,6805
9424,3781
5213,8830
5114,2383
7607,7542
7311,3855
9047,8198
4974,4739
9548,4706
1895,5943
4738,5515
2544,3698
3607,9314
2786,6674
4762,7311
9553,7634
998,4592
9570,3078
8547,6898
9088,3355
4157,5395
5298,2472
8363,3953
9554,54
2652,6724
6525,8225
3497,7382
4688,3571
2255,6174
3240,8661
6798,2959
1063,58
4787,3734
2102,6853
8502,7918
3809,4490
6099,4782
2442,431
4701,658
2187,7151
2353,1537
1662,3338
1562,7081
3024,4145
5358,730
8890,1894
261,5154
2031,7745
2892,5086
9387,7310
4409,635
8335,790
4978,6469
3981,9275
2978,1196
5817,5705
8031,5491
7341,9392
5277,1812
3227,2399
8215,9165
1120,1902
9202,8
6193,8576
8441,1086
2414,9224
1562,5029
9362,6171
1958,4243
1416,6225
2983,9904
1975,8017
9683,9506
4341,3322
2890,5405
975,4077
8303,794
6627,7542
6676,6251
1427,9027
855,3837
8642,3962
1945,5578
9472,7477
2887,3540
7531,3436
629,524
1613,5072
4766,4917
3032,4741
2361,4422
8182,5994
3705,2019
3148,4478
9650,860
7834,8137
1297,9389
3399,4917
4596,2364
6364,5399
6777,5756
2576,2892
2415,8035
7959,2302
1540,7750
5733,8760
399,657
3898,4350
8430,5527
5835,1604
8734,2909
6026,5731
4255,7997
4695,845
9630,4939
464,4321
1657,7902
9888,4833
4547,5860
3829,6834
158,8273
1895,950
4830,6643
2655,847
2543,7464
6964,9572
6556,5664
9470,8573
3349,6153
2320,8765
1076,3311
727,9072
6403,8375
6583,7161
3788,5932
1975,8550
7594,6332
6287,7266
2939,2941
3037,5638
5299,9047
3246,1922
6237,158
87,5884
7394,6244
9730,886
2154,4260
9821,8955
1083,5153
1124,940
2765,8023
1924,1035
8801,4114
7886,1798
8690,4632
6135,6400
805,9520
6531,8310
3052,7098
5257,8357
3879,1587
8287,1989
1698,5430
2786,8446
5778,4355
7577,7202
8852,1948
1493,3262
8753,9906
7641,2862
4545,5193
8612,5122
5315,4815
3690,7968
9696,9052
171,1648
3612,2363
9372,100
5681,6340
8231,5600
4787,3077
4297,443
8397,6837
1420,3239
233,7728
561,3357
7477,9083
6270,8574
8081,2402
4355,8648
4898,3360
2372,8077
8829,6117
3565,3362
4387,2245
2951,1392
2740,9409
4650,479
4761,5853
9776,9093
1257,187
9661,9068
1804,7877
4324,8243
8111,7767
118,2594
5619,9086
3771,1050
8034,5983
1307,3769
7615,2097
7005,8586
4109,1105
794,4050
1033,504
314,4145
2545,5867
741,5385
3047,3028
7645,7190
8984,8709
2432,1340
8515,1878
3380,7994
9738,9374
1275,7426
2585,4393
2850,4658
8845,4272
1294,62
3722,8114
1927,1992
8461,1087
4043,559
6843,1883
1582,7446
2482,611
7527,8851
5759,1306
5654,9600
9201,4806
9583,8572
960,6776
3775,305
144,8999
2669,6105
3320,7981
7556,9327
3745,6431
4769,6204
7259,2848
9226,2502
4167,7031
1151,1342
420,6388
6458,6555
4268,6949
2252,2823
3628,8885
4641,9662
7631,3726
1065,599
1596,4555
4639,1834
419,3533
6448,8208
9470,2401
2532,4592
3969,8699
9235,7912
7144,1752
3550,1980
7468,3656
2072,4573
6680,992
6655,5555
9072,1754
4798,1539
9649,5483
1520,7476
7774,5390
6142,2008
1698,6335
4581,8186
6781,1748
4564,4557
7238,2633
7067,1328
8527,1926
9851,6561
9982,8664
73,1818
5237,2802
6775,5644
2715,8775
5049,3709
1083,2349
2292,9455
9802,7852
4259,6645
8607,2273
1782,4430
7936,5886
1336,2542
8886,6578
8163,8604
4815,8372
9765,1742
3362,7731
323,5167
2682,8263
7517,5964
290,1721
2895,950
1176,7766
8992,6156
183,7237
1853,3354
6875,2170
2305,1389
9729,467
5489,5850
4140,1385
6460,5103
5986,261
5929,8482
5962,9350
7869,1421
6669,3821
578,1028
1750,6876
8403,6578
931,2782
4781,4456
577,8712
275,2991
5305,902
4117,7381
3527,4916
3112,1994
3048,4659
2394,9949
4411,2902
1888,3696
5528,4399
2932,7097
730,8199
9540,8372
2615,3249
596,3379
7684,8702
248,842
9561,9911
4911,3586
2131,6719
3785,9091
1982,7721
812,6874
8710,9746
4866,2989
5555,2394
925,7057
4673,294
6849,5873
3217,6200
3578,3983
8148,7533
1958,4571
8872,2851
4309,7475
7043,6817
3037,8719
8184,3439
9069,1867
8929,6404
5124,9817
3797,8059
4527,9206
262,7443
9871,1539
3680,1251
5969,5147
1191,93
5928,128
4188,6634
5976,4686
913,7946
4476,157
826,6363
8399,9652
369,58
6797,194
2312,7735
8255,9199
5489,4021
4058,8350
4205,4117
8643,1986
3725,7062
5919,886
2654,1088
6436,8915
2120,5450
9685,8593
1346,1823
8233,4607
9052,4702
8945,9514
6403,9969
6149,925
5135,157
9019,475
8259,9945
5967,8791
3887,2270
5127,8662
6917,7501
3846,2365
1890,3675
3370,8622
9558,7012
1913,5228
3890,6665
1526,8313
2253,7903
7547,7847
8372,3482
3498,1534
9828,1673
5512,2403
5508,7
2344,5182
5130,638
702,6563
1245,6083
7581,4481
5799,6397
3345,7379
7835,7878
7040,2137
2968,273
7322,9873
5416,4642
9702,6599
9469,550
8937,9974
7531,7292
889,4039
8606,472
73,2584
1931,222
7329,7217
3759,738
9669,8965
1365,2112
1114,8635
5381,7397
6648,6064
4140,1846
9951,341
7529,5764
9288,9708
5591,6924
9028,5663
1364,4241
5946,1725
2938,1914
4973,6085
8684,3697
3752,7649
1635,3433
1253,1395
6905,430
3871,9052
1189,1758
9545,2777
7925,5239
3924,7398
8385,1651
3502,7870
4910,7507
3330,8898
2398,2975
7628,4229
854,6344
5419,5556
8998,550
4418,8237
5640,1561
7683,6364
1268,4751
7480,4633
1433,3518
5617,1419
7474,146
7433,2470
6838,3099
5247,8522
158,956
6582,1069
5303,4567
8413,6611
4406,997
966,9924
264,4683
4431,8340
198,6191
124,9519
4275,2865
157,7399
1731,635
6506,8949
4147,9317
1985,5380
7141,3469
3802,7207
4033,8403
6176,2043
7456,813
6220,8409
1909,8940
2886,2840
2992,4469
9001,2210
1488,218
7229,7854
5796,8135
1197,1435
4760,3232
3323,6171
7371,3658
3049,9855
9646,1997
3415,5076
24,5765
9666,3009
5178,504
7085,119
9361,3394
5307,6973
7181,6834
7153,3118
6816,6780
4801,5069
8751,122
551,5248
8509,2120
2906,6452
8507,2517
3570,7688
7088,3054
8470,8745
8416,8626
7087,5942
9192,1394
3816,3667
3648,4111
2813,4011
6717,9191
625,258
1692,5374
9858,8197
4228,8528
6225,2205
7663,2566
4157,13
5586,4834
8774,918
7935,281
5206,2640
1605,6261
833,6961
3052,2051
7639,5570
1803,1890
2491,5654
1759,3926
1609,2187
8566,8921
569,2330
2291,3938
2788,3444
4679,1397
4328,5966
7154,6511
7634,8963
9021,6721
3479,9826
8794,8097
6385,4811
4589,7296
8996,5829
6500,2988
1272,7170
8210,5312
1764,8402
3980,6047
8669,1053
7174,1814
5806,2005
6647,9662
753,5511
2662,6061
6825,2937
5026,7465
2690,7649
4824,7568
2759,5686
4588,5998
7056,3337
6910,2575
6464,4290
8989,9530
4687,7170
564,2305
4078,6908
9923,2275
7126,5641
7953,9580
7202,2370
4920,6920
7276,8158
4062,1048
1725,7131
244,9641
5818,7906
746,5348
2446,3699
3146,9105
7737,1145
5868,4842
9185,9365
4399,522
206,9607
9460,9372
2059,9455
9067,6576
1750,9141
984,7286
5517,4139
6363,3083
7013,4256
8366,9454
8729,1508
372,8623
9086,751
2510,6586
7322,6532
3244,9052
7442,1406
128,9340
861,4602
9357,8783
8846,2227
6767,3341
294,4226
7611,1691
3791,2406
7319,6987
7285,6007
7916,8581
1228,4458
2686,6777
598,2836
9594,1199
9923,6209
5247,718
4888,5736
3961,5500
6951,6765
685,8462
2837,455
9675,3976
4260,6516
5152,1655
3285,2852
8483,1721
7263,2685
4647,8558
6263,9520
8594,947
4837,9868
193,8590
9506,6302
5055,8940
8647,2550
6585,9471
5509,545
4020,503
7658,3349
3504,6626
8750,512
4809,1931
3058,6089
97,2287
8251,6514
4358,3547
8398,9190
8331,5140
5783,6640
7172,9821
7054,5639
7409,2503
6445,9669
4624,2361
4146,6339
3172,6789
9181,3059
4316,7382
9103,7001
2108,7417
3937,6933
1519,8076
1307,4523
1041,921
8739,7243
7226,2240
3077,5053
3836,5317
5571,8753
2612,654
7121,6217
9797,7108
4596,8349
9003,1546
5092,9954
7935,8754
2064,372
3742,5443
4989,2128
965,2610
7336,1155
6309,8873
5016,7976
8510,6646
8079,5956
7192,4008
9655,7978
9868,3798
450,6545
6328,1734
1504,7969
3927,5202
6620,2171
1043,8006
2110,7887
2765,8419
245,2018
9935,3368
5770,5291
7286,9877
9589,5756
6851,523
6516,6044
7320,262
2400,2750
234,698
770,6738
3899,8451
9421,9989
3678,5447
8390,8353
5389,4638
933,6499
4426,1880
387,8689
3026,7793
4532,4275
6237,2489
7361,1831
5333,2527
9668,4944
1651,5703
1701,7027
6491,4562
7904,9679
9473,9106
528,7637
3531,2817
3468,7547
1223,8203
8423,1724
4872,9148
5195,2263
8645,8694
8518,8065
9814,6105
5386,908
4675,5866
7351,841
174,5429
7066,3154
3429,458
7565,8446
3457,6689
3126,458
7641,8138
1821,9838
1650,7250
1252,7520
3046,7626
1147,9997
9709,520
6759,9563
3592,8550
8559,1506
3022,7839
4033,9016
1557,8817
5510,6736
9399,9551
3766,9924
2103,4005
1778,7042
3452,568
2904,5869
2266,5319
8174,2540
3987,6356
586,5852
7137,284
7272,7528
2218,6922
4378,1813
9328,2951
6038,4441
3508,1992
9974,1008
7756,7035
7391,2069
2749,5698
2714,5564
1825,1577
9545,8235
9136,3193
2432,3769
2390,8967
7420,3153
870,8488
8216,2286
7062,9128
2646,5168
7807,5071
5294,5490
4856,4825
6967,1031
9902,7715
6590,9673
6729,6641
7585,6798
2200,772
8755,6039
2508,3021
6893,2254
6671,4849
2858,633
3392,1850
189,1598
9242,9771
2501,5660
7280,1315
6918,6806
9672,934
3459,8984
6457,8547
840,6532
6645,7085
7783,3642
502,9002
6656,6574
4192,3558
5906,7007
1350,2383
396,7612
1478,1269
5516,4457
9324,6104
2478,9923
6465,4363
5462,9127
8377,8551
1524,3596
1303,9128
3817,256
9651,3642
8568,75
4674,9142
4716,6370
2710,7758
6749,8221
7077,6762
3042,7450
1780,6487
3250,9382
2217,7384
1409,9741
4355,9580
3056,5525
3907,3751
1331,8019
5151,4403
8765,4695
7961,5555
9600,419
9789,1196
1348,2624
1362,7399
6123,682
599,7830
8670,6802
3904,7350
5744,5940
9490,4083
9582,5139
9215,5528
995,4221
785,5888
2113,9234
1698,7565
4849,8473
4022,9154
6663,6351
4844,6343
4453,8384
6303,7632
9413,7674
7897,1346
5671,7763
4748,6029
4384,1327
2883,8993
8525,2822
7162,2502
7070,4511
2195,9975
257,6942
4791,4807
6547,9794
1350,5625
4606,3603
2508,7530
5819,6974
9445,1432
3320,2064
464,2698
3974,6455
7107,5169
1120,5745
381,2015
3292,9063
9042,2715
2798,7375
5827,3074
3761,5112
3155,651
9522,4628
861,822
1152,7738
4846,5580
2846,9458
1493,8549
5267,9094
9171,3793
720,4483
9273,6359
8265,7820
9281,95
6109,6652
8274,927
2489,2103
7867,4441
9375,8130
1099,1578
2686,6578
2355,7096
8950,4076
6789,2727
1092,6160
9605,8308
8431,6144
4889,4309
9232,9737
4389,1000
514,9167
447,9892
5741,2162
5284,1803
1810,7783
4024,198
1333,8301
3934,4108
1315,7685
5672,1703
81,7338
2975,2923
7521,8330
3347,8895
258,9834
4764,1243
928,388
597,8988
8518,2391
7769,86
3779,1290
1341,1466
153,8393
1005,6479
8287,5697
3831,9383
8294,5142
6046,5252
1761,2523
2878,8263
1148,3900
1081,2070
7815,7649
9902,608
1766,5658
9180,3494
9432,1796
6728,244
5112,8570
1875,1858
582,5252
3792,8441
5173,7385
4690,4012
324,6320
7173,9951
7070,8957
5910,5272
4345,9905
5306,2996
2452,6660
6310,4968
8320,4065
3322,1528
4163,1192
1495,4465
9077,3839
9261,752
2350,2972
8383,1735
5146,8144
7908,3582
8289,2162
7973,5012
9149,7921
1787,9086
532,7746
5415,6892
5338,4430
620,1270
5196,8448
9583,8927
9677,6302
6835,6142
4795,8848
9940,2736
4397,2611
3723,2700
9505,2819
1194,3814
593,2047
921,859
47,7373
9955,3428
7549,7532
6008,3943
544,9835
9143,2916
3538,9643
6811,2169
992,2435
2691,3411
2195,881
4400,5887
8831,9315
4862,3108
7061,3701
9169,3581
3431,3505
9506,4486
1842,8561
9509,4486
6536,7902
3922,6779
9579,4618
5277,6319
6534,8051
4648,7706
2567,4888
1698,9432
4252,8088
7688,5366
9873,4529
7504,51
7715,5797
7552,2638
9223,1367
2946,3245
5561,4332
2027,2337
3829,9522
581,1918
8136,1347
5720,3996
7690,5634
2179,4595
6498,7525
6868,8602
3361,9224
8858,9884
